Date,P,Tmax,Tmin,Q,,,,,,,
15-11-2005,0.135789,9.598,-3.71,25100.7,,,,,,,
16-11-2005,1.17368,9.546,-1.937,24846.10396,,,,,,,
17-11-2005,1.79092,8.147,-1.972,24559.12962,,,,,,,
18-11-2005,1.44921,6.751,-4.267,24271.72318,,,,,,,
19-11-2005,0.221579,6.558,-4.154,23983.95091,,,,,,,
20-11-2005,0.0956579,7.492,-4.033,23695.87908,,,,,,,
21-11-2005,0.220263,7.635,-4.319,23407.57395,,,,,,,
22-11-2005,0.815,7.672,-3.626,23032.42,,,,,,,
23-11-2005,0.581184,5.331,-4.373,22926.81654,,,,,,,
24-11-2005,0.105789,4.849,-6.471,22734.38859,,,,,,,
25-11-2005,0.00592105,5.201,-8.096,22541.77601,,,,,,,
26-11-2005,0.00118421,5.869,-7.725,22348.93685,,,,,,,
27-11-2005,0,5.981,-5.411,22155.82918,,,,,,,
28-11-2005,0.0231579,6.457,-5.563,21962.41105,,,,,,,
29-11-2005,0.0225,6.861,-5.524,22152.42,,,,,,,
30-11-2005,0.0326316,6.727,-5.414,21148.16673,,,,,,,
01-12-2005,0.0511842,6.281,-4.798,20527.73577,,,,,,,
02-12-2005,0.0685526,7.053,-5.624,19907.78478,,,,,,,
03-12-2005,0.0107895,7.311,-5.803,19288.75093,,,,,,,
04-12-2005,0,6.897,-5.928,18671.07138,,,,,,,
05-12-2005,0,5.391,-7.854,18055.18328,,,,,,,
06-12-2005,0,5.645,-8.736,17088.63,,,,,,,
07-12-2005,0,5.615,-8.757,17222.53064,,,,,,,
08-12-2005,0,5.089,-7.9,17006.19988,,,,,,,
09-12-2005,0,5.032,-7.273,16792.52812,,,,,,,
10-12-2005,0,5.906,-7.153,16581.51198,,,,,,,
11-12-2005,0,5.307,-8.678,16373.14808,,,,,,,
12-12-2005,0,5.741,-8.815,16167.43303,,,,,,,
13-12-2005,0,5.597,-9.155,15967.05,,,,,,,
14-12-2005,0,6.843,-8.387,15760.95168,,,,,,,
15-12-2005,0,6.822,-7.551,15560.18196,,,,,,,
16-12-2005,0,7.288,-6.865,15362.05427,,,,,,,
17-12-2005,0.0194737,7.246,-6.104,15166.56857,,,,,,,
18-12-2005,0.0289474,6.59,-5.811,14973.72484,,,,,,,
19-12-2005,0.0213158,6.268,-6.85,14783.52303,,,,,,,
20-12-2005,0.0406579,6.195,-7.959,14647.17,,,,,,,
21-12-2005,0.0677632,6.011,-7.658,14354.16363,,,,,,,
22-12-2005,0.383684,3.626,-6.531,14115.0699,,,,,,,
23-12-2005,0.0951316,3.362,-7.339,13878.74583,,,,,,,
24-12-2005,0.345395,3.691,-8.216,13645.25531,,,,,,,
25-12-2005,0.157237,2.505,-10.8,13414.66225,,,,,,,
26-12-2005,0.501842,2.191,-11.201,13187.03053,,,,,,,
27-12-2005,0.0581579,4.283,-10.503,13017.48,,,,,,,
28-12-2005,0.0331579,3.456,-9.122,12679.74963,,,,,,,
29-12-2005,0.025,3.821,-10.504,12400.29696,,,,,,,
30-12-2005,0.00407895,4.49,-10.098,12124.19868,,,,,,,
31-12-2005,0,5.91,-8.859,11851.58741,,,,,,,
01-01-2006,0,7.054,-8.683,11582.59578,,,,,,,
02-01-2006,0,7.138,-7.073,11203.5,,,,,,,
03-01-2006,0,5.931,-7.282,11182.47561,,,,,,,
04-01-2006,0,6.764,-7.358,11051.47019,,,,,,,
05-01-2006,0.0276316,7.168,-6.921,10924.33064,,,,,,,
06-01-2006,0.0730263,6.752,-6.223,10801.04744,,,,,,,
07-01-2006,0.0251316,7.13,-6.073,10681.6111,,,,,,,
08-01-2006,0.0318421,5.699,-7.738,10566.0121,,,,,,,
09-01-2006,0.0075,5.569,-8.495,10433.3,,,,,,,
10-01-2006,0.0126316,5.261,-7.762,10369.54961,,,,,,,
11-01-2006,0,4.963,-7.807,10288.64096,,,,,,,
12-01-2006,0,3.672,-7.922,10211.47933,,,,,,,
13-01-2006,0.204211,2.42,-7.606,10138.02907,,,,,,,
14-01-2006,0.533026,1.801,-8.991,10068.25451,,,,,,,
15-01-2006,0.0773684,3.945,-9.111,10002.12002,,,,,,,
16-01-2006,0.00171053,5.078,-6.702,9927.09,,,,,,,
17-01-2006,0.134605,5.425,-6.035,9894.513733,,,,,,,
18-01-2006,0.0557895,4.984,-4.437,9852.955036,,,,,,,
19-01-2006,0.0106579,5.758,-4.286,9814.862582,,,,,,,
20-01-2006,0.000526316,6.671,-4.881,9780.185114,,,,,,,
21-01-2006,0.237632,5.714,-5.573,9748.871375,,,,,,,
22-01-2006,0.0384211,5.165,-5.62,9720.870109,,,,,,,
23-01-2006,0.0331579,5.246,-6.901,9713.26,,,,,,,
24-01-2006,0.0469737,3.525,-8.422,9655.571731,,,,,,,
25-01-2006,0.0267105,2.501,-11.127,9618.19349,,,,,,,
26-01-2006,0.0522368,2.901,-10.509,9583.965465,,,,,,,
27-01-2006,0.0311842,4.989,-10.422,9552.857784,,,,,,,
28-01-2006,0.0422368,6.444,-8.534,9524.840574,,,,,,,
29-01-2006,0,7.802,-7.851,9499.883964,,,,,,,
30-01-2006,0,8.595,-6.98,9504.94,,,,,,,
31-01-2006,0.00381579,10.174,-6.049,9429.061067,,,,,,,
01-02-2006,0.0213158,9.09,-5.567,9383.168721,,,,,,,
02-02-2006,0.0318421,8.946,-4.595,9340.284853,,,,,,,
03-02-2006,0.230526,8.138,-4.873,9300.413275,,,,,,,
04-02-2006,1.51632,4.518,-6.414,9263.557799,,,,,,,
05-02-2006,0.418026,5.299,-7.99,9229.722234,,,,,,,
06-02-2006,0.126842,8.372,-7.36,9213.11,,,,,,,
07-02-2006,0.0734211,8.118,-5.726,9155.352922,,,,,,,
08-02-2006,0.0390789,6.871,-5.079,9114.844523,,,,,,,
09-02-2006,0.0969737,6.864,-5.75,9077.406735,,,,,,,
10-02-2006,0.225,5.33,-7.829,9043.061096,,,,,,,
11-02-2006,0.000526316,6.664,-7.975,9011.829145,,,,,,,
12-02-2006,0.0127632,8.421,-5.704,8983.732418,,,,,,,
13-02-2006,0.504474,7.265,-3.838,9003.86,,,,,,,
14-02-2006,2.25618,5.214,-3.596,8886.96898,,,,,,,
15-02-2006,4.32382,4.235,-3.082,8818.401605,,,,,,,
16-02-2006,8.00645,3.853,-4.977,8753.168128,,,,,,,
17-02-2006,1.77474,4.936,-6.393,8691.346349,,,,,,,
18-02-2006,0.275132,7.401,-5.427,8633.014067,,,,,,,
19-02-2006,0.198816,8.777,-2.259,8578.24908,,,,,,,
20-02-2006,0.906579,9.461,-2.159,8366.66,,,,,,,
21-02-2006,2.16461,6.971,-2.929,8657.984151,,,,,,,
22-02-2006,2.01092,7.58,-2.778,8792.439481,,,,,,,
23-02-2006,1.69566,8.108,-2.451,8930.372652,,,,,,,
24-02-2006,1.2775,8.265,-3.129,9071.661137,,,,,,,
25-02-2006,0.654737,8.797,-3.018,9216.18241,,,,,,,
26-02-2006,1.02855,8.515,-1.582,9363.813945,,,,,,,
27-02-2006,1.21211,8.215,-1.028,9319.49,,,,,,,
28-02-2006,0.346184,10.028,-2.47,9884.464003,,,,,,,
01-03-2006,0.0867105,7.598,-5.274,10256.99411,,,,,,,
02-03-2006,0.0643421,7.449,-5.354,10631.65765,,,,,,,
03-03-2006,0.0827632,7.898,-4.442,11008.08874,,,,,,,
04-03-2006,0.150658,7.464,-4.339,11385.92148,,,,,,,
05-03-2006,1.67553,6.473,-4.058,11764.78999,,,,,,,
06-03-2006,0.287105,6.493,-5.138,12588.07,,,,,,,
07-03-2006,0.170658,6.82,-5.675,12031.25485,,,,,,,
08-03-2006,0.0726316,8.09,-5.887,11918.67339,,,,,,,
09-03-2006,0.332763,9.533,-4.741,11806.77205,,,,,,,
10-03-2006,1.42763,9.471,-1.578,11695.7389,,,,,,,
11-03-2006,2.30513,7.12,-2.657,11585.76201,,,,,,,
12-03-2006,3.54684,5.622,-4.815,11477.02945,,,,,,,
13-03-2006,1.74882,5.46,-5.624,11373.48,,,,,,,
14-03-2006,0.395921,6.732,-3.85,11259.8832,,,,,,,
15-03-2006,1.19211,7.557,-3.282,11151.85033,,,,,,,
16-03-2006,1.60671,5.168,-3.974,11045.82341,,,,,,,
17-03-2006,1.22105,6.161,-5.185,10941.9952,,,,,,,
18-03-2006,0.220921,5.486,-6.517,10840.55845,,,,,,,
19-03-2006,0.245132,6.512,-7.137,10741.7059,,,,,,,
20-03-2006,0.193289,7.789,-6.335,10433.3,,,,,,,
21-03-2006,0.973421,7.005,-5.193,10788.38459,,,,,,,
22-03-2006,1.71145,5.557,-5.018,10934.03626,,,,,,,
23-03-2006,0.728947,6.628,-4.807,11082.513,,,,,,,
24-03-2006,0.0719737,7.834,-3.522,11233.74249,,,,,,,
25-03-2006,0.230263,8.621,-1.811,11387.6524,,,,,,,
26-03-2006,1.39132,8.727,-1.863,11544.17043,,,,,,,
27-03-2006,0.713553,9.413,-2.645,11972.21,,,,,,,
28-03-2006,0.218289,9.871,-3.214,11565.94749,,,,,,,
29-03-2006,0.148684,8.549,-3.766,11431.39768,,,,,,,
30-03-2006,0.234474,8.6,-5.654,11299.8383,,,,,,,
31-03-2006,0.128816,9.958,-5.408,11171.53282,,,,,,,
01-04-2006,0.744079,9.625,-1.855,11046.74472,,,,,,,
02-04-2006,3.395,8.146,-2.122,10925.73748,,,,,,,
03-04-2006,2.84211,6.881,-2.588,10440.2,,,,,,,
04-04-2006,5.16461,5.864,-1.928,11105.53849,,,,,,,
05-04-2006,5.03566,7.143,-2.173,11406.41358,,,,,,,
06-04-2006,5.58,7.139,-1.709,11711.2032,,,,,,,
07-04-2006,2.39816,7.194,-2.118,12019.71069,,,,,,,
08-04-2006,1.62263,8.014,-3.241,12331.73943,,,,,,,
09-04-2006,2.92013,10.402,-2.76,12647.09276,,,,,,,
10-04-2006,5.04645,9.941,1.217,13205.22,,,,,,,
11-04-2006,3.74724,10.438,1.229,13020.78373,,,,,,,
12-04-2006,0.879079,11.456,1.633,13079.02727,,,,,,,
13-04-2006,1.7975,11.107,0.67,13140.40716,,,,,,,
14-04-2006,1.56816,11.647,0.166,13205.02594,,,,,,,
15-04-2006,1.36605,10.923,0.247,13272.98614,,,,,,,
16-04-2006,1.82882,10.972,0.196,13344.39027,,,,,,,
17-04-2006,6.23526,10.285,0.924,13419.34086,,,,,,,
18-04-2006,6.65803,7.616,1.014,13497.94045,,,,,,,
19-04-2006,4.13079,6.792,-1.717,13580.29154,,,,,,,
20-04-2006,0.632105,7.957,-2.155,13666.49668,,,,,,,
21-04-2006,0.420395,8.145,-2.856,13756.65838,,,,,,,
22-04-2006,0.796974,10.292,-2.504,13850.87916,,,,,,,
23-04-2006,2.13382,10.185,-1.285,13949.26156,,,,,,,
24-04-2006,1.70934,8.254,-0.163,14051.9081,,,,,,,
25-04-2006,2.68842,9.888,-0.321,14158.92131,,,,,,,
26-04-2006,2.11539,9.75,0.194,14270.4037,,,,,,,
27-04-2006,0.965132,9.048,-1.065,14386.45782,,,,,,,
28-04-2006,0.117237,10.329,-2.277,14507.18617,,,,,,,
29-04-2006,0.0355263,11.844,-2.612,14632.69128,,,,,,,
30-04-2006,0.358553,13.97,-0.863,14763.07569,,,,,,,
01-05-2006,1.30105,15.085,1.089,14940.36,,,,,,,
02-05-2006,2.7325,12.404,2.421,14992.32913,,,,,,,
03-05-2006,2.62618,11.901,2.826,15091.45555,,,,,,,
04-05-2006,4.37658,11.438,2.573,15195.97602,,,,,,,
05-05-2006,6.39539,12.135,2.686,15306.04539,,,,,,,
06-05-2006,2.52684,11.044,1.608,15421.81852,,,,,,,
07-05-2006,0.292895,13.195,1.783,15543.45027,,,,,,,
08-05-2006,0.843553,14.428,2.933,15671.09548,,,,,,,
09-05-2006,1.92921,14.824,4.52,15804.90902,,,,,,,
10-05-2006,4.67947,13.357,5.253,15945.04574,,,,,,,
11-05-2006,3.57211,12.905,5.732,16091.66049,,,,,,,
12-05-2006,6.53303,13.299,5.059,16244.90813,,,,,,,
13-05-2006,6.21342,11.36,2.976,16404.94351,,,,,,,
14-05-2006,3.10526,9.985,1.27,16571.92148,,,,,,,
15-05-2006,0.225658,13.454,1.235,16036.43,,,,,,,
16-05-2006,0.530921,14.715,2.256,17715.52389,,,,,,,
17-05-2006,0.226842,15.741,3.143,18691.57223,,,,,,,
18-05-2006,0.363289,16.513,4.334,19673.41098,,,,,,,
19-05-2006,2.65289,14.182,4.988,20660.30918,,,,,,,
20-05-2006,1.95447,12.995,5.001,21651.53589,,,,,,,
21-05-2006,1.22776,13.422,5.02,22646.36016,,,,,,,
22-05-2006,1.15158,14.498,5.731,23644.05105,,,,,,,
23-05-2006,2.78803,14.083,6.485,24643.87759,,,,,,,
24-05-2006,1.94987,15.829,5.645,25645.10884,,,,,,,
25-05-2006,2.76316,17.433,6.071,26647.01386,,,,,,,
26-05-2006,7.10421,15.992,7.206,27648.86169,,,,,,,
27-05-2006,12.4729,15.326,8.09,28649.92138,,,,,,,
28-05-2006,9.29526,14.396,8.238,29649.46198,,,,,,,
29-05-2006,11.2474,14.743,8.366,30646.75255,,,,,,,
30-05-2006,15.7157,15.466,8.609,31641.06214,,,,,,,
31-05-2006,10.1625,15.317,8.767,32631.65979,,,,,,,
01-06-2006,5.47618,15.419,8.405,33617.81456,,,,,,,
02-06-2006,3.38763,16.322,8.598,34598.79549,,,,,,,
03-06-2006,2.95934,16.881,9.085,35573.87165,,,,,,,
04-06-2006,4.34605,17.164,9.339,36542.31207,,,,,,,
05-06-2006,8.02697,17.999,9.749,37967.76,,,,,,,
06-06-2006,4.77066,18.089,9.862,37940.527,,,,,,,
07-06-2006,5.85395,17.854,9.57,38369.41933,,,,,,,
08-06-2006,4.70461,18.326,10.179,38789.91155,,,,,,,
09-06-2006,6.01158,17.874,10.152,39201.85243,,,,,,,
10-06-2006,8.20105,16.315,9.79,39605.09073,,,,,,,
11-06-2006,12.6842,16.079,9.322,39999.47521,,,,,,,
12-06-2006,10.8513,16.912,8.818,40384.85464,,,,,,,
13-06-2006,5.25579,16.442,7.857,40761.07778,,,,,,,
14-06-2006,3.4325,16.085,7.675,41127.99339,,,,,,,
15-06-2006,3.97711,15.981,7.293,41485.45024,,,,,,,
16-06-2006,3.70447,15.053,7.3,41833.29708,,,,,,,
17-06-2006,0.478158,17.258,7.896,42171.38268,,,,,,,
18-06-2006,0.480395,17.726,8.457,42499.55581,,,,,,,
19-06-2006,0.628158,17.808,8.611,43297.84,,,,,,,
20-06-2006,2.94816,17.797,8.328,42592.17319,,,,,,,
21-06-2006,3.35803,16.028,8.326,42356.91441,,,,,,,
22-06-2006,5.31171,17.379,9.165,42112.33708,,,,,,,
23-06-2006,8.67645,17.225,9.301,41858.88939,,,,,,,
24-06-2006,9.41066,17.065,9.423,41597.01956,,,,,,,
25-06-2006,8.81658,15.886,9.329,41327.17577,,,,,,,
26-06-2006,8.09526,16.794,9.824,41049.80623,,,,,,,
27-06-2006,6.92632,16.226,10.363,40765.35913,,,,,,,
28-06-2006,5.60724,17.191,10.524,40474.28268,,,,,,,
29-06-2006,2.23961,17.172,10.814,40177.02508,,,,,,,
30-06-2006,3.53039,18.423,10.786,39874.03452,,,,,,,
01-07-2006,2.35026,19.758,10.563,39565.75921,,,,,,,
02-07-2006,2.92592,19.74,10.987,39252.64735,,,,,,,
03-07-2006,6.10776,19.869,11.214,38251.98,,,,,,,
04-07-2006,7.52197,19.321,11.727,39372.58068,,,,,,,
05-07-2006,7.71184,18.801,11.597,39805.66943,,,,,,,
06-07-2006,11.5513,17.089,11.085,40234.00872,,,,,,,
07-07-2006,10.1738,17.591,10.211,40657.19392,,,,,,,
08-07-2006,2.69645,19.64,10.522,41074.82038,,,,,,,
09-07-2006,3.19105,20.083,11.019,41486.48344,,,,,,,
10-07-2006,14.5236,19.691,11.198,41612.07,,,,,,,
11-07-2006,9.7979,18.297,11.277,42601.00584,,,,,,,
12-07-2006,7.06553,18.315,11.494,43302.70669,,,,,,,
13-07-2006,6.02,18.962,11.661,43996.12721,,,,,,,
14-07-2006,9.17118,19.663,12.014,44680.51355,,,,,,,
15-07-2006,5.78842,19.307,11.833,45355.1119,,,,,,,
16-07-2006,5.60711,19.947,11.669,46019.16842,,,,,,,
17-07-2006,9.40882,19.822,11.473,47666.45,,,,,,,
18-07-2006,12.0345,19.14,11.443,46207.90979,,,,,,,
19-07-2006,7.99118,19.357,11.456,45732.32852,,,,,,,
20-07-2006,3.81224,19.413,11.593,45245.67318,,,,,,,
21-07-2006,3.55868,19.289,11.441,44748.43147,,,,,,,
22-07-2006,3.72197,18.366,11.521,44241.0911,,,,,,,
23-07-2006,5.24592,17.076,10.79,43724.13977,,,,,,,
24-07-2006,5.41434,16.908,9.975,42824.71,,,,,,,
25-07-2006,8.31592,16.642,9.465,43078.0845,,,,,,,
26-07-2006,4.03355,17.629,9.415,42949.48988,,,,,,,
27-07-2006,3.5525,18.361,9.742,42812.30294,,,,,,,
28-07-2006,2.21118,17.987,9.62,42666.54531,,,,,,,
29-07-2006,2.76632,18.558,9.67,42512.23861,,,,,,,
30-07-2006,2.96289,18.552,9.958,42349.40445,,,,,,,
31-07-2006,5.32526,19.073,10.148,43395.61,,,,,,,
01-08-2006,6.95487,18.444,10.086,40645.7695,,,,,,,
02-08-2006,4.24645,18.459,9.873,39106.53189,,,,,,,
03-08-2006,5.81026,16.875,8.658,37561.8932,,,,,,,
04-08-2006,5.41987,16.208,8.547,36013.395,,,,,,,
05-08-2006,2.47829,17.31,9.215,34462.57885,,,,,,,
06-08-2006,2.86,17.22,9.52,32910.98633,,,,,,,
07-08-2006,3.89697,17.698,9.703,30362.93,,,,,,,
08-08-2006,1.95303,18.312,9.376,30919.37773,,,,,,,
09-08-2006,1.34803,18.329,9.359,30481.19987,,,,,,,
10-08-2006,0.711711,19.08,9.608,30045.92209,,,,,,,
11-08-2006,0.793553,19.699,9.829,29613.84104,,,,,,,
12-08-2006,2.75408,19.236,10.167,29185.25337,,,,,,,
13-08-2006,4.59461,18.691,10.21,28760.45574,,,,,,,
14-08-2006,2.27829,18.449,10.535,28638.35,,,,,,,
15-08-2006,1.17711,19.483,10.092,27591.72139,,,,,,,
16-08-2006,0.557105,20.017,10.052,26848.75075,,,,,,,
17-08-2006,3.68092,19.645,10.2,26111.50231,,,,,,,
18-08-2006,3.39158,19.338,10.781,25380.64549,,,,,,,
19-08-2006,4.18868,18.661,10.585,24656.84973,,,,,,,
20-08-2006,6.08066,19.459,10.534,23940.78446,,,,,,,
21-08-2006,5.10921,18.898,10.475,22149.84,,,,,,,
22-08-2006,6.23211,18.658,10.461,23737.84827,,,,,,,
23-08-2006,6.90763,17.18,10.506,24250.96388,,,,,,,
24-08-2006,5.78092,16.787,10.541,24771.783,,,,,,,
25-08-2006,4.37316,17.175,10.599,25299.62273,,,,,,,
26-08-2006,4.23711,16.743,10.302,25833.80014,,,,,,,
27-08-2006,4.14474,17.378,9.857,26373.63234,,,,,,,
28-08-2006,7.53645,17.777,9.907,27166.77,,,,,,,
29-08-2006,9.84526,17.459,9.794,27191.67618,,,,,,,
30-08-2006,1.33855,16.837,9.693,27468.83201,,,,,,,
31-08-2006,1.48526,17.268,9.412,27749.53101,,,,,,,
01-09-2006,2.21184,18.217,8.516,28033.40027,,,,,,,
02-09-2006,1.90039,17.61,8.777,28320.06692,,,,,,,
03-09-2006,1.52184,18.945,8.896,28609.15803,,,,,,,
04-09-2006,5.10158,19.219,9.658,28900.30073,,,,,,,
05-09-2006,2.93329,19.057,9.317,29193.12211,,,,,,,
06-09-2006,5.85382,18.353,9.306,29487.24928,,,,,,,
07-09-2006,10.4672,17.349,9.792,29782.30933,,,,,,,
08-09-2006,9.0479,16.484,9.459,30077.92937,,,,,,,
09-09-2006,12.7201,15.721,8.87,30373.73651,,,,,,,
10-09-2006,8.49855,15.448,8.569,30669.35784,,,,,,,
11-09-2006,13.8413,14.781,8.453,30964.42047,,,,,,,
12-09-2006,9.03974,13.299,8.083,31468.34,,,,,,,
13-09-2006,6.67579,13.022,7.213,31318.34133,,,,,,,
14-09-2006,3.61553,13.269,6.504,31376.71566,,,,,,,
15-09-2006,1.76053,15.265,6.608,31433.56349,,,,,,,
16-09-2006,3.42382,15.344,7.079,31488.77382,,,,,,,
17-09-2006,1.89974,15.635,5.768,31542.23564,,,,,,,
18-09-2006,0.487105,16.707,5.148,31593.83795,,,,,,,
19-09-2006,0.371711,17.48,5.344,31643.46975,,,,,,,
20-09-2006,1.37237,17.411,6.943,31691.02003,,,,,,,
21-09-2006,8.36539,16.098,7.396,31736.37779,,,,,,,
22-09-2006,5.58763,14.453,7.87,31779.43203,,,,,,,
23-09-2006,6.86803,13.868,7.868,31820.07174,,,,,,,
24-09-2006,2.74711,14.266,7.794,31858.18593,,,,,,,
25-09-2006,1.40539,14.35,7.67,31893.66359,,,,,,,
26-09-2006,1.28539,15.343,6.628,32162.97,,,,,,,
27-09-2006,0.641184,15.775,6.273,31693.47226,,,,,,,
28-09-2006,1.41895,15.974,5.997,31457.8766,,,,,,,
29-09-2006,2.88118,15.447,6.011,31219.79107,,,,,,,
30-09-2006,2.22513,15.501,6.64,30979.39999,,,,,,,
01-10-2006,1.85618,16.039,6.5,30736.88772,,,,,,,
02-10-2006,3.36171,16.318,6.613,30492.43856,,,,,,,
03-10-2006,3.78697,15.817,7.157,30246.23687,,,,,,,
04-10-2006,4.595,14.536,6.093,29998.46697,,,,,,,
05-10-2006,2.08684,11.782,3.889,29749.31319,,,,,,,
06-10-2006,0.176184,12.914,2.562,29498.95987,,,,,,,
07-10-2006,0.451842,12.977,3.18,29247.59133,,,,,,,
08-10-2006,0.343158,12.393,1.183,28995.39192,,,,,,,
09-10-2006,0.816316,14.114,1.102,28742.54595,,,,,,,
10-10-2006,3.26289,13.606,2.821,28339.71,,,,,,,
11-10-2006,1.42618,13.295,3.297,28401.74978,,,,,,,
12-10-2006,1.18276,12.703,3.826,28313.98156,,,,,,,
13-10-2006,0.486974,13.2,3.494,28225.93079,,,,,,,
14-10-2006,0.209079,13.003,2.883,28137.59514,,,,,,,
15-10-2006,0.552237,12.69,2.207,28048.97227,,,,,,,
16-10-2006,0.885,12.957,2.097,27960.05984,,,,,,,
17-10-2006,0.465263,11.857,0.691,27870.85554,,,,,,,
18-10-2006,0.198026,10.298,0.23,27781.35701,,,,,,,
19-10-2006,0.564737,10.222,0.1,27691.56193,,,,,,,
20-10-2006,2.58526,10.474,0.39,27601.46796,,,,,,,
21-10-2006,1.59355,8.923,0.502,27511.07277,,,,,,,
22-10-2006,0.378289,8.875,-1.226,27420.37402,,,,,,,
23-10-2006,0.180921,8.849,-1.764,27329.36939,,,,,,,
24-10-2006,0.270789,8.545,-4.399,27195.56,,,,,,,
25-10-2006,0.0271053,8.861,-5.74,27193.639,,,,,,,
26-10-2006,0.0527632,9.213,-4.677,27148.85553,,,,,,,
27-10-2006,0.0207895,9.789,-3.589,27103.65072,,,,,,,
28-10-2006,0.0311842,9.07,-3.98,27057.96921,,,,,,,
29-10-2006,0.0197368,9.188,-4.193,27011.75559,,,,,,,
30-10-2006,0.0168421,9.229,-4.718,26964.95449,,,,,,,
31-10-2006,0.0382895,9.118,-4.7,26917.51053,,,,,,,
01-11-2006,0.0234211,9.821,-3.578,26869.3683,,,,,,,
02-11-2006,0.0865789,9.921,-2.867,26820.47243,,,,,,,
03-11-2006,0.139342,10.635,-1.355,26770.76754,,,,,,,
04-11-2006,0.561053,8.687,-0.574,26720.19824,,,,,,,
05-11-2006,0.409342,8.995,-5.634,26668.70914,,,,,,,
06-11-2006,0.136316,8.274,-5.513,26608.12,,,,,,,
07-11-2006,0.189737,7.942,-5.308,26571.77523,,,,,,,
08-11-2006,0.0776316,7.592,-4.888,26526.20951,,,,,,,
09-11-2006,0.186316,7.929,-3.778,26479.48216,,,,,,,
10-11-2006,1.57895,7.829,-1.059,26431.52766,,,,,,,
11-11-2006,2.63882,5.479,-3.39,26382.28048,,,,,,,
12-11-2006,0.389868,5.751,-6.929,26331.67509,,,,,,,
13-11-2006,0.382105,6.112,-7.599,26279.64597,,,,,,,
14-11-2006,0.120921,6.41,-6.977,26226.12757,,,,,,,
15-11-2006,0.08,6.916,-7.375,26171.05438,,,,,,,
16-11-2006,0.179737,6.323,-7.427,26114.36087,,,,,,,
17-11-2006,0.137763,5.962,-8.44,26055.98151,,,,,,,
18-11-2006,0.436184,5.583,-7.783,25995.85076,,,,,,,
19-11-2006,1.63118,4.954,-6.187,25933.90311,,,,,,,
20-11-2006,0.959737,3.874,-8.132,25870.07303,,,,,,,
21-11-2006,0.138947,3.869,-8.263,25951.51,,,,,,,
22-11-2006,0.381579,5.281,-6.489,25572.97443,,,,,,,
23-11-2006,2.14316,4.392,-4.476,25339.75864,,,,,,,
24-11-2006,0.855921,3.64,-6.562,25104.76585,,,,,,,
25-11-2006,0.857105,3.056,-9.023,24868.11433,,,,,,,
26-11-2006,0.161447,2.611,-9.319,24629.92232,,,,,,,
27-11-2006,0.119474,3.632,-8.912,24390.30807,,,,,,,
28-11-2006,0.0422368,3.783,-8.989,24149.38983,,,,,,,
29-11-2006,0.00263158,4.584,-9.137,23907.28586,,,,,,,
30-11-2006,0.00486842,5.66,-8.781,23664.1144,,,,,,,
01-12-2006,0.000394737,4.822,-8.589,23419.99371,,,,,,,
02-12-2006,0.00105263,5.066,-9.846,23175.04203,,,,,,,
03-12-2006,0.00355263,7.111,-8.465,22929.37762,,,,,,,
04-12-2006,0.0272368,6.913,-7.917,22683.11873,,,,,,,
05-12-2006,0.000131579,7.919,-6.45,22436.38361,,,,,,,
06-12-2006,0,6.882,-7.375,22189.29051,,,,,,,
07-12-2006,0.0738158,6.182,-7.043,21941.95768,,,,,,,
08-12-2006,0.0093421,5.848,-5.858,21694.50337,,,,,,,
09-12-2006,0.0680263,5.113,-6.763,21447.04583,,,,,,,
10-12-2006,0.265526,4.713,-6.667,21199.70332,,,,,,,
11-12-2006,1.55553,3.73,-6.479,20952.59408,,,,,,,
12-12-2006,1.70368,0.346,-10.537,20705.83637,,,,,,,
13-12-2006,0.0471053,1.429,-11.891,20459.54843,,,,,,,
14-12-2006,0.00368421,3.672,-9.504,20213.84852,,,,,,,
15-12-2006,0.00631579,4.568,-9.618,19968.85489,,,,,,,
16-12-2006,0.0117105,6.163,-8.726,19724.68579,,,,,,,
17-12-2006,0,5.892,-8.037,19481.45946,,,,,,,
18-12-2006,0.0219737,4.873,-8.955,19239.29417,,,,,,,
19-12-2006,0.0205263,4.106,-10.79,18998.30816,,,,,,,
20-12-2006,0.0232895,4.437,-10.308,18758.61969,,,,,,,
21-12-2006,0.0278947,5.156,-8.859,18520.347,,,,,,,
22-12-2006,0.496711,4.168,-10.679,18283.60834,,,,,,,
23-12-2006,0.425526,3.772,-11.681,18048.52196,,,,,,,
24-12-2006,0.395395,4.606,-9.774,17815.20613,,,,,,,
25-12-2006,0.120132,5.909,-9.266,17583.77908,,,,,,,
26-12-2006,0.0846053,5.469,-9.24,17354.35907,,,,,,,
27-12-2006,0.396316,2.585,-8.167,17127.06435,,,,,,,
28-12-2006,0.365658,1.747,-11.467,16902.01317,,,,,,,
29-12-2006,0.0430263,3.825,-10.149,16679.32378,,,,,,,
30-12-2006,0.0131579,4.839,-7.939,16459.11443,,,,,,,
31-12-2006,0.0384211,5.166,-7.498,16241.50337,,,,,,,
01-01-2007,0.131053,3.115,-6.85,16026.60886,,,,,,,
02-01-2007,0.0551316,4.666,-7.12,15676.43,,,,,,,
03-01-2007,0.00236842,6.782,-6.577,15758.86761,,,,,,,
04-01-2007,0,8.41,-5.609,15706.08495,,,,,,,
05-01-2007,0.0151316,6.591,-5.861,15656.147,,,,,,,
